timestamp,id,prediction,confidence,command
1479121434.890188,848,normal,0.9999997615814209,NO_ACTION
1479121434.890997,1072,normal,1.0,NO_ACTION
1479121434.891244,1201,normal,1.0,NO_ACTION
1479121434.891494,497,normal,1.0,NO_ACTION
1479121434.891738,339,normal,1.0,NO_ACTION
1479121434.891987,2,normal,0.9999998807907104,NO_ACTION
1479121434.892229,399,normal,1.0,NO_ACTION
1479121434.892461,608,normal,0.9999479055404663,NO_ACTION
1479121434.892697,672,normal,0.9999998807907104,NO_ACTION
1479121434.892929,790,normal,1.0,NO_ACTION
1479121434.893163,809,normal,0.9999927282333374,NO_ACTION
1479121434.893402,304,normal,0.9966505169868469,NO_ACTION
1479121434.893638,305,normal,1.0,NO_ACTION
1479121434.89389,320,normal,1.0,NO_ACTION
1479121434.894123,1349,normal,1.0,NO_ACTION
1479121434.894939,1087,normal,0.9999992847442627,NO_ACTION
1479121434.89519,880,normal,1.0,NO_ACTION
1479121434.895435,1088,normal,1.0,NO_ACTION
1479121434.899988,704,normal,1.0,NO_ACTION
1479121434.900189,848,normal,0.9999994039535522,NO_ACTION
1479121434.900434,1440,normal,1.0,NO_ACTION
1479121434.900804,1442,normal,1.0,NO_ACTION
1479121434.901051,2,normal,0.9999998807907104,NO_ACTION
1479121434.901295,339,normal,1.0,NO_ACTION
1479121434.901537,1264,normal,1.0,NO_ACTION
1479121434.901768,790,normal,1.0,NO_ACTION
1479121434.902012,399,normal,1.0,NO_ACTION
1479121434.90225,304,normal,0.9327364563941956,NO_ACTION
1479121434.902491,305,normal,1.0,NO_ACTION
1479121434.902731,320,normal,1.0,NO_ACTION
1479121434.902964,608,normal,0.9976334571838379,NO_ACTION
1479121434.903204,672,normal,1.0,NO_ACTION
1479121434.903438,809,normal,0.9999927282333374,NO_ACTION
1479121434.903682,1349,normal,1.0,NO_ACTION
1479121434.904945,1087,normal,0.9999992847442627,NO_ACTION
1479121434.905194,880,normal,1.0,NO_ACTION
1479121434.905438,1088,normal,1.0,NO_ACTION
1479121434.909978,704,normal,1.0,NO_ACTION
1479121434.910218,848,normal,0.9999998807907104,NO_ACTION
1479121434.910458,1680,normal,1.0,NO_ACTION
1479121434.911001,1072,normal,1.0,NO_ACTION
1479121434.911244,1201,normal,1.0,NO_ACTION
1479121434.911493,497,normal,1.0,NO_ACTION
1479121434.911737,339,normal,1.0,NO_ACTION
1479121434.911991,2,normal,0.9999997615814209,NO_ACTION
1479121434.91223,399,normal,1.0,NO_ACTION
1479121434.912466,608,normal,0.9998515844345093,NO_ACTION
1479121434.912699,672,normal,1.0,NO_ACTION
1479121434.912931,790,normal,1.0,NO_ACTION
1479121434.913163,809,normal,0.9999947547912598,NO_ACTION
1479121434.913407,304,normal,0.9999576807022095,NO_ACTION
1479121434.913645,305,normal,0.9999915361404419,NO_ACTION
1479121434.913885,320,normal,1.0,NO_ACTION
1479121434.914132,1349,normal,1.0,NO_ACTION
1479121434.914965,1087,normal,0.9999992847442627,NO_ACTION
1479121434.915199,880,normal,1.0,NO_ACTION
1479121434.915441,1088,normal,1.0,NO_ACTION
1479121434.919962,704,normal,1.0,NO_ACTION
1479121434.920241,848,normal,0.9999997615814209,NO_ACTION
1479121434.921029,2,normal,0.9999997615814209,NO_ACTION
1479121434.921234,339,normal,1.0,NO_ACTION
1479121434.921481,1264,normal,1.0,NO_ACTION
1479121434.921836,790,normal,1.0,NO_ACTION
1479121434.922059,399,normal,1.0,NO_ACTION
1479121434.922311,304,normal,0.9991112351417542,NO_ACTION
1479121434.922543,305,normal,0.999984860420227,NO_ACTION
1479121434.922794,320,normal,1.0,NO_ACTION
1479121434.923008,608,normal,0.9999370574951172,NO_ACTION
1479121434.923256,672,normal,1.0,NO_ACTION
1479121434.923479,809,normal,0.9999947547912598,NO_ACTION
1479121434.923718,1349,normal,1.0,NO_ACTION
1479121434.924936,1087,normal,0.9999992847442627,NO_ACTION
1479121434.925183,880,normal,1.0,NO_ACTION
1479121434.925428,1088,normal,1.0,NO_ACTION
1479121434.928549,160,normal,0.999936580657959,NO_ACTION
1479121434.928789,161,normal,0.9999998807907104,NO_ACTION
1479121434.929925,704,normal,1.0,NO_ACTION
1479121434.930158,848,normal,0.9999940395355225,NO_ACTION
1479121434.930986,1072,normal,1.0,NO_ACTION
1479121434.931233,1201,normal,1.0,NO_ACTION
1479121434.931483,497,normal,1.0,NO_ACTION
1479121434.931728,339,normal,1.0,NO_ACTION
1479121434.931974,2,normal,1.0,NO_ACTION
1479121434.932216,399,normal,1.0,NO_ACTION
1479121434.932446,608,normal,0.9999396800994873,NO_ACTION
1479121434.932682,672,normal,0.9999998807907104,NO_ACTION
1479121434.932919,790,normal,1.0,NO_ACTION
1479121434.93315,809,normal,0.9999947547912598,NO_ACTION
1479121434.933393,304,normal,0.9995744824409485,NO_ACTION
1479121434.933631,305,normal,0.9999972581863403,NO_ACTION
1479121434.933873,320,normal,1.0,NO_ACTION
1479121434.934115,1349,normal,1.0,NO_ACTION
1479121434.93495,1087,normal,0.9999992847442627,NO_ACTION
1479121434.935202,880,normal,1.0,NO_ACTION
1479121434.935443,1088,normal,1.0,NO_ACTION
1479121434.939937,704,normal,1.0,NO_ACTION
1479121434.94015,848,normal,0.9999953508377075,NO_ACTION
1479121434.940853,1264,normal,1.0,NO_ACTION
1479121434.941101,2,normal,1.0,NO_ACTION
1479121434.941346,339,normal,1.0,NO_ACTION
1479121434.941664,790,normal,1.0,NO_ACTION
1479121434.941905,399,normal,1.0,NO_ACTION
1479121434.942139,608,normal,0.998396098613739,NO_ACTION
1479121434.942376,304,normal,0.9999955892562866,NO_ACTION
1479121434.942612,305,normal,0.9998990297317505,NO_ACTION
1479121434.942849,320,normal,0.9999998807907104,NO_ACTION
1479121434.94309,672,normal,1.0,NO_ACTION
1479121434.943322,809,normal,0.9999947547912598,NO_ACTION
1479121434.943564,1349,normal,1.0,NO_ACTION
1479121434.944936,1087,normal,0.9999992847442627,NO_ACTION
1479121434.945188,880,normal,1.0,NO_ACTION
1479121434.945423,1088,normal,1.0,NO_ACTION
1479121434.949931,704,normal,1.0,NO_ACTION
1479121434.95015,848,normal,0.9999951124191284,NO_ACTION
1479121434.950989,1072,normal,1.0,NO_ACTION
1479121434.951226,1201,normal,1.0,NO_ACTION
1479121434.951476,497,normal,1.0,NO_ACTION
1479121434.951743,339,normal,1.0,NO_ACTION
1479121434.951965,2,normal,1.0,NO_ACTION
1479121434.952207,399,normal,1.0,NO_ACTION
1479121434.952431,608,normal,0.9999101161956787,NO_ACTION
1479121434.952674,672,normal,1.0,NO_ACTION
1479121434.952911,790,normal,1.0,NO_ACTION
1479121434.95314,809,normal,0.9999947547912598,NO_ACTION
1479121434.953381,304,normal,0.9999959468841553,NO_ACTION
1479121434.953619,305,normal,0.9999665021896362,NO_ACTION
1479121434.953858,320,normal,1.0,NO_ACTION
1479121434.954097,1349,normal,1.0,NO_ACTION
1479121434.954982,1087,normal,0.9999994039535522,NO_ACTION
1479121434.955206,880,normal,1.0,NO_ACTION
1479121434.955449,1088,normal,1.0,NO_ACTION
1479121434.959952,704,normal,1.0,NO_ACTION
1479121434.9602,848,normal,0.9999953508377075,NO_ACTION
1479121434.960851,1264,normal,1.0,NO_ACTION
1479121434.96109,2,normal,1.0,NO_ACTION
1479121434.961335,339,normal,1.0,NO_ACTION
1479121434.961816,790,normal,1.0,NO_ACTION
1479121434.962051,399,normal,1.0,NO_ACTION
1479121434.962289,304,normal,0.9990804195404053,NO_ACTION
1479121434.962525,305,normal,1.0,NO_ACTION
1479121434.962764,320,normal,0.9999998807907104,NO_ACTION
1479121434.962993,608,normal,0.999954342842102,NO_ACTION
1479121434.963233,672,normal,1.0,NO_ACTION
1479121434.963467,809,normal,0.9999947547912598,NO_ACTION
1479121434.963712,1349,normal,1.0,NO_ACTION
1479121434.964996,1087,normal,0.9999992847442627,NO_ACTION
1479121434.965236,880,normal,1.0,NO_ACTION
1479121434.965476,1088,normal,1.0,NO_ACTION
1479121434.969906,704,normal,1.0,NO_ACTION
1479121434.970206,848,normal,0.9999967813491821,NO_ACTION
1479121434.970996,1072,normal,1.0,NO_ACTION
1479121434.971227,1201,normal,1.0,NO_ACTION
1479121434.971475,497,normal,1.0,NO_ACTION
1479121434.971719,339,normal,1.0,NO_ACTION
1479121434.971967,2,normal,1.0,NO_ACTION
1479121434.972208,399,normal,1.0,NO_ACTION
1479121434.972444,304,normal,0.999630331993103,NO_ACTION
1479121434.972682,305,normal,0.9999998807907104,NO_ACTION
1479121434.972927,320,normal,0.9999998807907104,NO_ACTION
1479121434.973151,608,normal,0.9999417066574097,NO_ACTION
1479121434.973387,672,normal,0.9999998807907104,NO_ACTION
1479121434.973619,790,normal,1.0,NO_ACTION
1479121434.973849,809,normal,0.9999947547912598,NO_ACTION
1479121434.974091,1349,normal,1.0,NO_ACTION
1479121434.974994,1087,normal,0.9999992847442627,NO_ACTION
1479121434.975227,880,normal,1.0,NO_ACTION
1479121434.975465,1088,normal,1.0,NO_ACTION
1479121434.979921,704,normal,1.0,NO_ACTION
1479121434.980179,848,normal,0.9999953508377075,NO_ACTION
1479121434.980869,1264,normal,1.0,NO_ACTION
1479121434.981101,2,normal,1.0,NO_ACTION
1479121434.981347,339,normal,1.0,NO_ACTION
1479121434.981591,790,normal,1.0,NO_ACTION
1479121434.981832,399,normal,1.0,NO_ACTION
1479121434.982064,608,normal,0.9984234571456909,NO_ACTION
1479121434.982306,304,normal,0.9985816478729248,NO_ACTION
1479121434.982537,305,normal,1.0,NO_ACTION
1479121434.982781,320,normal,0.9999998807907104,NO_ACTION
1479121434.98302,672,normal,1.0,NO_ACTION
1479121434.983251,809,normal,0.9999947547912598,NO_ACTION
1479121434.983495,1349,normal,1.0,NO_ACTION
1479121434.985046,1087,normal,0.9999992847442627,NO_ACTION
1479121434.985292,880,normal,1.0,NO_ACTION
1479121434.985534,1088,normal,1.0,NO_ACTION
1479121434.989905,704,normal,1.0,NO_ACTION
1479121434.990189,848,normal,0.9999947547912598,NO_ACTION
1479121434.991012,1072,normal,1.0,NO_ACTION
1479121434.991245,1201,normal,1.0,NO_ACTION
1479121434.991493,497,normal,1.0,NO_ACTION
1479121434.991738,339,normal,1.0,NO_ACTION
1479121434.991985,2,normal,0.9999997615814209,NO_ACTION
1479121434.992225,399,normal,1.0,NO_ACTION
1479121434.992454,608,normal,0.9999101161956787,NO_ACTION
1479121434.992694,672,normal,1.0,NO_ACTION
1479121434.992924,790,normal,1.0,NO_ACTION
1479121434.993158,809,normal,0.9999995231628418,NO_ACTION
1479121434.993399,304,normal,0.9939699172973633,NO_ACTION
1479121434.993634,305,normal,0.9999926090240479,NO_ACTION
1479121434.993879,320,normal,1.0,NO_ACTION
1479121434.994121,1349,normal,1.0,NO_ACTION
1479121434.995003,1087,normal,0.9999992847442627,NO_ACTION
1479121434.995247,880,normal,1.0,NO_ACTION
1479121434.995488,1088,normal,1.0,NO_ACTION
1479121435.000112,704,normal,1.0,NO_ACTION
1479121435.000312,848,normal,0.9999960660934448,NO_ACTION
1479121435.000913,1264,normal,1.0,NO_ACTION
1479121435.001162,2,normal,0.9999996423721313,NO_ACTION
1479121435.001398,339,normal,1.0,NO_ACTION
1479121435.001755,790,normal,1.0,NO_ACTION
1479121435.001986,399,normal,1.0,NO_ACTION
1479121435.002215,608,normal,0.999954342842102,NO_ACTION
1479121435.002461,304,normal,0.973373532295227,NO_ACTION
1479121435.002699,305,normal,0.999998927116394,NO_ACTION
1479121435.00295,320,normal,1.0,NO_ACTION
1479121435.003181,672,normal,1.0,NO_ACTION
1479121435.003421,809,normal,0.9999995231628418,NO_ACTION
1479121435.003664,1349,normal,1.0,NO_ACTION
1479121435.005001,1087,normal,0.9999992847442627,NO_ACTION
1479121435.00524,880,normal,1.0,NO_ACTION
1479121435.00548,1088,normal,1.0,NO_ACTION
1479121435.010098,704,normal,1.0,NO_ACTION
1479121435.010296,848,normal,0.9999986886978149,NO_ACTION
1479121435.010542,1680,normal,1.0,NO_ACTION
1479121435.011006,1072,normal,1.0,NO_ACTION
1479121435.011251,1201,normal,1.0,NO_ACTION
1479121435.011499,497,normal,1.0,NO_ACTION
1479121435.011743,339,normal,1.0,NO_ACTION
1479121435.011988,2,normal,1.0,NO_ACTION
1479121435.01223,399,normal,1.0,NO_ACTION
1479121435.012459,608,normal,0.9999417066574097,NO_ACTION
1479121435.012694,672,normal,0.9999998807907104,NO_ACTION
1479121435.012927,790,normal,1.0,NO_ACTION
1479121435.013159,809,normal,0.9999995231628418,NO_ACTION
1479121435.013404,304,normal,1.0,NO_ACTION
1479121435.013642,305,normal,0.9999998807907104,NO_ACTION
1479121435.013885,320,normal,1.0,NO_ACTION
1479121435.014129,1349,normal,1.0,NO_ACTION
1479121435.014975,1087,normal,0.9999992847442627,NO_ACTION
1479121435.015205,880,normal,1.0,NO_ACTION
1479121435.015441,1088,normal,1.0,NO_ACTION
1479121435.020061,704,normal,1.0,NO_ACTION
1479121435.02028,848,normal,0.9999991655349731,NO_ACTION
1479121435.021015,2,normal,1.0,NO_ACTION
1479121435.021242,339,normal,1.0,NO_ACTION
1479121435.021479,1264,normal,1.0,NO_ACTION
1479121435.021722,399,normal,1.0,NO_ACTION
1479121435.021951,608,normal,0.9984234571456909,NO_ACTION
1479121435.022191,672,normal,1.0,NO_ACTION
1479121435.022441,304,normal,0.9998182654380798,NO_ACTION
1479121435.022672,305,normal,0.9999867677688599,NO_ACTION
1479121435.022917,320,normal,1.0,NO_ACTION
1479121435.02315,790,normal,1.0,NO_ACTION
1479121435.023381,809,normal,0.9999995231628418,NO_ACTION
1479121435.02362,1349,normal,1.0,NO_ACTION
1479121435.024963,1087,normal,0.9999992847442627,NO_ACTION
1479121435.025206,880,normal,1.0,NO_ACTION
1479121435.025444,1088,normal,1.0,NO_ACTION
1479121435.028415,160,normal,0.9999316930770874,NO_ACTION
1479121435.028624,161,normal,0.9999998807907104,NO_ACTION
1479121435.030051,704,normal,1.0,NO_ACTION
1479121435.030259,848,normal,0.9999990463256836,NO_ACTION
1479121435.031,1072,normal,1.0,NO_ACTION
1479121435.031229,1201,normal,1.0,NO_ACTION
1479121435.031475,497,normal,1.0,NO_ACTION
1479121435.031721,339,normal,1.0,NO_ACTION
1479121435.031967,2,normal,1.0,NO_ACTION
1479121435.032208,399,normal,1.0,NO_ACTION
1479121435.032455,304,normal,1.0,NO_ACTION
1479121435.032687,305,normal,0.9999597072601318,NO_ACTION
1479121435.032931,320,normal,1.0,NO_ACTION
1479121435.033162,608,normal,0.9999243021011353,NO_ACTION
1479121435.033401,672,normal,1.0,NO_ACTION
1479121435.033629,790,normal,1.0,NO_ACTION
1479121435.033868,809,normal,0.9999995231628418,NO_ACTION
1479121435.034104,1349,normal,1.0,NO_ACTION
1479121435.034966,1087,normal,0.9999992847442627,NO_ACTION
1479121435.035196,880,normal,1.0,NO_ACTION
1479121435.035438,1088,normal,1.0,NO_ACTION
1479121435.040058,704,normal,1.0,NO_ACTION
1479121435.040266,848,normal,0.9999994039535522,NO_ACTION
1479121435.040862,1264,normal,1.0,NO_ACTION
1479121435.041097,2,normal,1.0,NO_ACTION
1479121435.041336,339,normal,1.0,NO_ACTION
1479121435.041754,790,normal,1.0,NO_ACTION
1479121435.041984,399,normal,1.0,NO_ACTION
1479121435.04222,608,normal,0.9999531507492065,NO_ACTION
1479121435.042457,304,normal,0.9999717473983765,NO_ACTION
1479121435.042693,305,normal,0.999980092048645,NO_ACTION
1479121435.042933,320,normal,1.0,NO_ACTION
1479121435.04317,672,normal,1.0,NO_ACTION
1479121435.04341,809,normal,0.9999995231628418,NO_ACTION
1479121435.043643,1349,normal,1.0,NO_ACTION
1479121435.044974,1087,normal,0.9999992847442627,NO_ACTION
1479121435.045222,880,normal,1.0,NO_ACTION
1479121435.045455,1088,normal,1.0,NO_ACTION
1479121435.050043,704,normal,1.0,NO_ACTION
1479121435.050246,848,normal,0.9999996423721313,NO_ACTION
1479121435.051012,1072,normal,1.0,NO_ACTION
1479121435.051226,1201,normal,1.0,NO_ACTION
1479121435.051471,497,normal,1.0,NO_ACTION
1479121435.051717,339,normal,1.0,NO_ACTION
1479121435.05196,2,normal,1.0,NO_ACTION
1479121435.052204,399,normal,1.0,NO_ACTION
1479121435.052447,608,normal,0.9999401569366455,NO_ACTION
1479121435.052668,672,normal,0.9999998807907104,NO_ACTION
1479121435.0529,790,normal,1.0,NO_ACTION
1479121435.053132,809,normal,0.9999995231628418,NO_ACTION
1479121435.053376,304,normal,0.9999974966049194,NO_ACTION
1479121435.053607,305,normal,1.0,NO_ACTION
1479121435.053855,320,normal,1.0,NO_ACTION
1479121435.054093,1349,normal,1.0,NO_ACTION
1479121435.054974,1087,normal,0.9999992847442627,NO_ACTION
1479121435.055206,880,normal,1.0,NO_ACTION
1479121435.055448,1088,normal,1.0,NO_ACTION
1479121435.059845,704,normal,1.0,NO_ACTION
1479121435.060173,848,normal,0.9999994039535522,NO_ACTION
1479121435.060879,1264,normal,1.0,NO_ACTION
1479121435.061106,2,normal,1.0,NO_ACTION
1479121435.061348,339,normal,1.0,NO_ACTION
1479121435.06158,790,normal,1.0,NO_ACTION
1479121435.061816,399,normal,1.0,NO_ACTION
1479121435.062053,608,normal,0.9986318945884705,NO_ACTION
1479121435.062301,304,normal,0.9999996423721313,NO_ACTION
1479121435.062533,305,normal,1.0,NO_ACTION
1479121435.062776,320,normal,1.0,NO_ACTION
1479121435.063018,672,normal,1.0,NO_ACTION
1479121435.063248,809,normal,0.9999995231628418,NO_ACTION
1479121435.06349,1349,normal,1.0,NO_ACTION
1479121435.06496,1087,normal,0.9999992847442627,NO_ACTION
1479121435.065204,880,normal,1.0,NO_ACTION
1479121435.065441,1088,normal,1.0,NO_ACTION
1479121435.069808,704,normal,1.0,NO_ACTION
1479121435.070174,848,normal,0.9999998807907104,NO_ACTION
1479121435.070993,1072,normal,1.0,NO_ACTION
1479121435.07122,1201,normal,1.0,NO_ACTION
1479121435.071466,497,normal,1.0,NO_ACTION
1479121435.07172,339,normal,1.0,NO_ACTION
1479121435.071968,2,normal,1.0,NO_ACTION
1479121435.072204,399,normal,1.0,NO_ACTION
1479121435.072436,608,normal,0.9999243021011353,NO_ACTION
1479121435.072679,672,normal,1.0,NO_ACTION
1479121435.072913,790,normal,1.0,NO_ACTION
1479121435.073145,809,normal,0.9999991655349731,NO_ACTION
1479121435.073385,304,normal,1.0,NO_ACTION
1479121435.073627,305,normal,1.0,NO_ACTION
1479121435.073865,320,normal,1.0,NO_ACTION
1479121435.074102,1349,normal,1.0,NO_ACTION
1479121435.074981,1087,normal,0.9999992847442627,NO_ACTION
1479121435.075209,880,normal,1.0,NO_ACTION
1479121435.075446,1088,normal,1.0,NO_ACTION
1479121435.079837,704,normal,1.0,NO_ACTION
1479121435.080112,848,normal,0.9999997615814209,NO_ACTION
1479121435.080835,1264,normal,1.0,NO_ACTION
1479121435.081067,2,normal,1.0,NO_ACTION
1479121435.081309,339,normal,1.0,NO_ACTION
1479121435.08171,790,normal,1.0,NO_ACTION
1479121435.081937,399,normal,1.0,NO_ACTION
1479121435.082173,608,normal,0.999954342842102,NO_ACTION
1479121435.082413,304,normal,0.9984906911849976,NO_ACTION
1479121435.082646,305,normal,1.0,NO_ACTION
1479121435.082887,320,normal,1.0,NO_ACTION
1479121435.083123,672,normal,1.0,NO_ACTION
1479121435.083363,809,normal,0.9999991655349731,NO_ACTION
1479121435.083603,1349,normal,1.0,NO_ACTION
1479121435.084971,1087,normal,0.9999992847442627,NO_ACTION
1479121435.085215,880,normal,1.0,NO_ACTION
1479121435.085453,1088,normal,1.0,NO_ACTION
1479121435.089837,704,normal,1.0,NO_ACTION
1479121435.090097,848,normal,0.9999943971633911,NO_ACTION
1479121435.090996,1072,normal,1.0,NO_ACTION
1479121435.091214,1201,normal,1.0,NO_ACTION
1479121435.091463,497,normal,1.0,NO_ACTION
1479121435.091704,339,normal,1.0,NO_ACTION
1479121435.091956,2,normal,0.9999998807907104,NO_ACTION
1479121435.092197,399,normal,1.0,NO_ACTION
1479121435.092435,304,normal,0.9991866946220398,NO_ACTION
1479121435.092675,305,normal,0.9999964237213135,NO_ACTION
1479121435.092912,320,normal,0.9999998807907104,NO_ACTION
1479121435.093143,608,normal,0.9999417066574097,NO_ACTION
1479121435.093381,672,normal,0.9999998807907104,NO_ACTION
1479121435.093612,790,normal,1.0,NO_ACTION
1479121435.093854,809,normal,0.9999991655349731,NO_ACTION
1479121435.094097,1349,normal,1.0,NO_ACTION
1479121435.094956,1087,normal,0.9999992847442627,NO_ACTION
1479121435.095186,880,normal,1.0,NO_ACTION
1479121435.095429,1088,normal,1.0,NO_ACTION
1479121435.099809,704,normal,1.0,NO_ACTION
1479121435.100095,848,normal,0.9999957084655762,NO_ACTION
1479121435.100863,1264,normal,1.0,NO_ACTION
1479121435.101095,2,normal,0.9999998807907104,NO_ACTION
1479121435.101333,339,normal,1.0,NO_ACTION
1479121435.101573,790,normal,1.0,NO_ACTION
1479121435.101813,399,normal,1.0,NO_ACTION
1479121435.102038,608,normal,0.9984234571456909,NO_ACTION
1479121435.102286,304,normal,0.9986510872840881,NO_ACTION
1479121435.102518,305,normal,0.9999628067016602,NO_ACTION
1479121435.102758,320,normal,0.9999998807907104,NO_ACTION
1479121435.102999,672,normal,1.0,NO_ACTION
1479121435.103238,809,normal,0.9999991655349731,NO_ACTION
1479121435.103476,1349,normal,1.0,NO_ACTION
1479121435.104983,1087,normal,0.9999992847442627,NO_ACTION
1479121435.105219,880,normal,1.0,NO_ACTION
1479121435.105459,1088,normal,1.0,NO_ACTION
1479121435.109803,704,normal,1.0,NO_ACTION
1479121435.110154,848,normal,0.9999948740005493,NO_ACTION
1479121435.110402,1680,normal,1.0,NO_ACTION
1479121435.110981,1072,normal,1.0,NO_ACTION
1479121435.11122,1201,normal,1.0,NO_ACTION
1479121435.111464,497,normal,1.0,NO_ACTION
1479121435.11171,339,normal,1.0,NO_ACTION
1479121435.111954,2,normal,0.9999996423721313,NO_ACTION
1479121435.112199,399,normal,1.0,NO_ACTION
1479121435.112441,304,normal,0.9999024868011475,NO_ACTION
1479121435.112673,305,normal,0.9999988079071045,NO_ACTION
1479121435.112915,320,normal,0.9999998807907104,NO_ACTION
1479121435.113148,608,normal,0.9999101161956787,NO_ACTION
1479121435.113385,672,normal,1.0,NO_ACTION
1479121435.113617,790,normal,1.0,NO_ACTION
1479121435.113857,809,normal,0.9999991655349731,NO_ACTION
1479121435.114097,1349,normal,1.0,NO_ACTION
1479121435.114946,1087,normal,0.9999992847442627,NO_ACTION
1479121435.115184,880,normal,1.0,NO_ACTION
1479121435.115425,1088,normal,1.0,NO_ACTION
1479121435.119765,704,normal,1.0,NO_ACTION
1479121435.120163,848,normal,0.9999953508377075,NO_ACTION
1479121435.120969,2,normal,0.9999996423721313,NO_ACTION
1479121435.121197,339,normal,1.0,NO_ACTION
1478198377.185137,0,DoS,1.0,STOP_VEHICLE
1478198377.185629,0,DoS,1.0,STOP_VEHICLE
1478198377.186119,0,DoS,1.0,STOP_VEHICLE
1478198377.186612,0,DoS,1.0,STOP_VEHICLE
1478198377.187116,0,DoS,1.0,STOP_VEHICLE
1478198377.18761,0,DoS,1.0,STOP_VEHICLE
1478198377.188113,0,DoS,1.0,STOP_VEHICLE
1478198377.188437,0,DoS,1.0,STOP_VEHICLE
1478198377.188759,0,DoS,1.0,STOP_VEHICLE
1478198377.189253,0,DoS,1.0,STOP_VEHICLE
1478198377.189737,0,DoS,1.0,STOP_VEHICLE
1478198377.190224,0,DoS,1.0,STOP_VEHICLE
1478198377.190708,0,DoS,1.0,STOP_VEHICLE
1478198377.191197,0,DoS,1.0,STOP_VEHICLE
1478198377.191688,0,DoS,1.0,STOP_VEHICLE
1478198377.192011,0,DoS,1.0,STOP_VEHICLE
